iter	Logloss
0	0.6332285321
1	0.5845652793
2	0.5357178788
3	0.4903442137
4	0.45247456
5	0.4114378188
6	0.3700470088
7	0.3389690043
8	0.3100488113
9	0.2805147017
10	0.2555845779
11	0.2354472688
12	0.216181781
13	0.1983993429
14	0.1777721466
15	0.1636273068
16	0.1496262438
17	0.1370071567
18	0.1252994969
19	0.1162505748
20	0.107118376
21	0.09880785583
22	0.09131109527
23	0.08395225866
24	0.0770549263
25	0.07040888665
26	0.06516307024
27	0.05959756063
28	0.05535585882
29	0.05122824913
30	0.04757964691
31	0.0441523376
32	0.04053862876
33	0.0373894361
34	0.03465248496
35	0.03239437828
36	0.02994096627
37	0.02821252784
38	0.02623431823
39	0.02465666093
40	0.02289630824
41	0.02149251131
42	0.02004706809
43	0.01876671331
44	0.01758690715
45	0.01657108978
46	0.01542744737
47	0.0145083983
48	0.01361861428
49	0.01285430258
50	0.01212121293
51	0.01149593398
52	0.01085721157
53	0.01023081239
54	0.009718562524
55	0.009216504623
56	0.00871479965
57	0.00822826568
58	0.007760016941
59	0.00736572032
60	0.007038944589
61	0.006673190381
62	0.006295909768
63	0.005980942671
64	0.005649907831
65	0.005419974644
66	0.00521168161
67	0.004992024509
68	0.004788254143
69	0.004589319736
70	0.004417553224
71	0.004257120254
72	0.00408446623
73	0.003932264384
74	0.003798105286
75	0.003686233138
76	0.003555708898
77	0.003432151491
78	0.0033362294
79	0.003213607988
80	0.003099209432
81	0.003003199272
82	0.002937437924
83	0.002870285007
84	0.002776051404
85	0.002681510149
86	0.002589257677
87	0.002528837597
88	0.002482908138
89	0.002422485447
90	0.002373558263
91	0.002342066752
92	0.002278667424
93	0.002240003571
94	0.002190564204
95	0.002130995099
96	0.002072494684
97	0.002027160226
98	0.002000744192
99	0.00196245333
100	0.00193292209
101	0.001874554352
102	0.001849514319
103	0.001804876298
104	0.001784341639
105	0.001744652899
106	0.001721121022
107	0.001701033767
108	0.001671109399
109	0.001631263683
110	0.00159612797
111	0.00157547381
112	0.001551109748
113	0.001521343364
114	0.001505491442
115	0.001489256227
116	0.001452616795
117	0.001427098891
118	0.001410273242
119	0.001374087403
120	0.001341363496
121	0.001332071745
122	0.001310797429
123	0.001287277704
124	0.001266332862
125	0.001255542343
126	0.001230425601
127	0.00120734592
128	0.001198817156
129	0.001184580911
130	0.001171179408
131	0.00114996588
132	0.00113183541
133	0.001122706232
134	0.001095597799
135	0.001087613996
136	0.00107709403
137	0.001065927975
138	0.001058521673
139	0.001038678336
140	0.001028051567
141	0.001006069729
142	0.0009903863024
143	0.0009903737467
144	0.0009739822255
145	0.0009556850101
146	0.0009494199401
147	0.0009425403208
148	0.000934873094
149	0.0009170722537
150	0.0009119019374
151	0.0009055050499
152	0.0009028661231
153	0.0008942785192
154	0.0008762133798
155	0.0008598213503
156	0.0008469457303
157	0.0008404465391
158	0.000833901306
159	0.0008271255658
160	0.0008271199333
161	0.0008087646506
162	0.0007982014882
163	0.000790100958
164	0.000781176615
165	0.0007715403678
166	0.0007617828641
167	0.0007510536948
168	0.0007401929365
169	0.0007310899125
170	0.0007210011873
171	0.0007210087477
172	0.000709847843
173	0.0007098407159
174	0.0007098407159
175	0.000697914459
176	0.0006869347448
177	0.0006787330228
178	0.0006787449553
179	0.0006681525197
180	0.0006681542714
181	0.0006681322462
182	0.0006592948822
183	0.0006497385268
184	0.0006431556248
185	0.0006431465168
186	0.0006431299781
187	0.0006431507429
188	0.0006431507429
189	0.0006333328704
190	0.0006333263991
191	0.0006333291657
192	0.0006333437488
193	0.0006333293394
194	0.000633328123
195	0.0006333239386
196	0.0006333211443
197	0.0006318832366
198	0.0006318876112
199	0.0006249292063
200	0.0006249278161
201	0.0006249406174
202	0.0006249200983
203	0.0006169484682
204	0.00061693455
205	0.00061693455
206	0.0006169185791
207	0.0006169185791
208	0.0006169326246
209	0.0006162223814
210	0.0006091645356
211	0.0006013483546
212	0.0006013345686
213	0.0006013345686
214	0.0006013372772
215	0.000601346457
216	0.000601346457
217	0.0006013573745
218	0.0006013509914
219	0.0006013330903
220	0.0006013330903
221	0.0006013432156
222	0.0006013363504
223	0.0006013363504
224	0.0006013313248
225	0.0006013342651
226	0.0006013050434
227	0.0005913897646
228	0.0005828976759
229	0.0005829014989
230	0.000582894388
231	0.0005828850785
232	0.0005828767211
233	0.0005828779097
234	0.0005828879331
235	0.0005828729723
236	0.0005828667001
237	0.000582870236
238	0.0005828546404
239	0.0005828549716
240	0.0005745341127
241	0.000566473402
242	0.0005587318539
243	0.0005587260011
244	0.0005587211517
245	0.0005587080608
246	0.0005587186748
247	0.0005587104634
248	0.0005587018767
249	0.0005586938693
250	0.0005587089598
251	0.0005586920295
252	0.0005586967214
253	0.0005586931742
254	0.0005586871639
255	0.000558700183
256	0.000558675623
257	0.0005586852687
258	0.0005500914359
259	0.0005500914359
260	0.0005501048744
261	0.0005427672709
262	0.0005427742822
263	0.0005427676486
264	0.0005427657069
265	0.0005427427966
266	0.0005427437258
267	0.000542755283
268	0.000542741293
269	0.000542723626
270	0.0005427235681
271	0.000542718992
272	0.0005427247567
273	0.0005427245552
274	0.0005357724274
275	0.0005357724274
276	0.0005357681573
277	0.0005308747163
278	0.0005308606684
279	0.0005308589747
